"Parent","Asset","District","County","Owner"
"District 3 - Sevier","04511","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 2 - Chicot","04512","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 7 - Clark","04513","07 - District 7","019 - Clark","02 - County Highway Agency"
"District 6 - Lonoke","04514","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 8 - Yell","04515","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 6 - Lonoke","04516","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 4 - Washington","04517","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 10 - Greene","04518","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 6 - Hot Spring","04519","06 - District 6","059 - Hot Spring","02 - County Highway Agency"
"District 2 - Chicot","04520","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 2 - Ashley","04521","02 - District 2","003 - Ashley","02 - County Highway Agency"
"District 2 - Ashley","04522","02 - District 2","003 - Ashley","02 - County Highway Agency"
"District 9 - Carroll","04523","09 - District 9","015 - Carroll","02 - County Highway Agency"
"District 8 - Montgomery","04524","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 8 - Perry","04525","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 4 - Franklin","04526","04 - District 4","047 - Franklin","02 - County Highway Agency"
"District 9 - Marion","04527","09 - District 9","089 - Marion","02 - County Highway Agency"
"District 8 - Faulkner","04528","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 1 - Woodruff","04529","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 1 - Woodruff","04530","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 9 - Benton","04531","09 - District 9","007 - Benton","04 - City or Municipal Highway Agency"
"District 9 - Benton","04532","09 - District 9","007 - Benton","04 - City or Municipal Highway Agency"
"District 1 - Cross","04533","01 - District 1","037 - Cross","02 - County Highway Agency"
"District 10 - Mississippi","04534","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 2 - Jefferson","04535","02 - District 2","069 - Jefferson","04 - City or Municipal Highway Agency"
"District 7 - Union","04536","07 - District 7","139 - Union","02 - County Highway Agency"
"District 10 - Mississippi","04537","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Craighead","04538","10 - District 10","031 - Craighead","04 - City or Municipal Highway Agency"
"District 4 - Sebastian","04539","04 - District 4","131 - Sebastian","04 - City or Municipal Highway Agency"
"District 3 - Pike","04540","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 7 - Bradley","04541","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 5 - Izard","04542","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 7 - Columbia","04543","07 - District 7","027 - Columbia","02 - County Highway Agency"
"District 4 - Washington","04544","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 6 - Garland","04545","06 - District 6","051 - Garland","02 - County Highway Agency"
"District 10 - Clay","04546","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 6 - Pulaski","04547","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 5 - White","04548","05 - District 5","145 - White","02 - County Highway Agency"
"District 1 - Lee","04549","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 2 - Jefferson","04550","02 - District 2","069 - Jefferson","04 - City or Municipal Highway Agency"
"District 3 - Little River","04551","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 9 - Benton","04552","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 2 - Drew","04553","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 10 - Randolph","04554","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 4 - Crawford","04555","04 - District 4","033 - Crawford","02 - County Highway Agency"
"District 4 - Scott","04556","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 4 - Scott","04557","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 7 - Columbia","04558","07 - District 7","027 - Columbia","02 - County Highway Agency"
"District 8 - Faulkner","04559","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 1 - Phillips","04560","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 10 - Craighead","04561","10 - District 10","031 - Craighead","04 - City or Municipal Highway Agency"
"District 7 - Bradley","04562","07 - District 7","011 - Bradley","01 - State Highway Agency"
"District 10 - Craighead","04563","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 10 - Craighead","04564","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 1 - Cross","04565","01 - District 1","037 - Cross","02 - County Highway Agency"
"District 3 - Lafayette","04566","03 - District 3","073 - Lafayette","02 - County Highway Agency"
"District 7 - Calhoun","04567","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 7 - Calhoun","04568","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 10 - Lawrence","04569","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 10 - Randolph","04570","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 2 - Drew","04571","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 10 - Craighead","04572","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 10 - Craighead","04573","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 1 - Crittenden","04574","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 9 - Baxter","04575","09 - District 9","005 - Baxter","02 - County Highway Agency"
"District 5 - Izard","04576","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 3 - Howard","04577","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 1 - Crittenden","04578","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 3 - Miller","04579","03 - District 3","091 - Miller","04 - City or Municipal Highway Agency"
"District 10 - Greene","04580","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 7 - Bradley","04581","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 9 - Carroll","04582","09 - District 9","015 - Carroll","02 - County Highway Agency"
"District 1 - St. Francis","04583","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 2 - Lincoln","04584","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 2 - Lincoln","04585","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 6 - Lonoke","04586","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 4 - Washington","04587","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 2 - Jefferson","04588","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 1 - Crittenden","04589","01 - District 1","035 - Crittenden","04 - City or Municipal Highway Agency"
"District 6 - Garland","04590","06 - District 6","051 - Garland","04 - City or Municipal Highway Agency"
"District 9 - Boone","04591","09 - District 9","009 - Boone","02 - County Highway Agency"
"District 4 - Polk","04592","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 10 - Craighead","04594","10 - District 10","031 - Craighead","04 - City or Municipal Highway Agency"
"District 8 - Faulkner","04595","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 5 - Independence","04596","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 7 - Bradley","04597","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 7 - Clark","04598","07 - District 7","019 - Clark","02 - County Highway Agency"
"District 3 - Hempstead","04599","03 - District 3","057 - Hempstead","02 - County Highway Agency"
"District 8 - Faulkner","04600","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 6 - Saline","04601","06 - District 6","125 - Saline","02 - County Highway Agency"
"District 4 - Polk","04602","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 6 - Hot Spring","04603","06 - District 6","059 - Hot Spring","02 - County Highway Agency"
"District 3 - Nevada","04604","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 6 - Pulaski","04605","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 3 - Miller","04606","03 - District 3","091 - Miller","02 - County Highway Agency"
"District 3 - Sevier","04607","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 7 - Columbia","04608","07 - District 7","027 - Columbia","02 - County Highway Agency"
"District 10 - Mississippi","04609","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 1 - Woodruff","04610","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 2 - Drew","04611","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 2 - Desha","04612","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 6 - Pulaski","04613","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 6 - Pulaski","04614","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 3 - Lafayette","04615","03 - District 3","073 - Lafayette","02 - County Highway Agency"
"District 3 - Lafayette","04616","03 - District 3","073 - Lafayette","02 - County Highway Agency"
"District 9 - Benton","04617","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 3 - Pike","04618","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 8 - Yell","04619","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 2 - Jefferson","04620","02 - District 2","069 - Jefferson","04 - City or Municipal Highway Agency"
"District 10 - Clay","04621","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 9 - Carroll","04622","09 - District 9","015 - Carroll","02 - County Highway Agency"
"District 9 - Boone","04623","09 - District 9","009 - Boone","04 - City or Municipal Highway Agency"
"District 4 - Sebastian","04624","04 - District 4","131 - Sebastian","04 - City or Municipal Highway Agency"
"District 4 - Sebastian","04625","04 - District 4","131 - Sebastian","04 - City or Municipal Highway Agency"
"District 6 - Prairie","04626","06 - District 6","117 - Prairie","02 - County Highway Agency"
"District 1 - Crittenden","04627","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 1 - Woodruff","04628","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 5 - Izard","04629","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 4 - Logan","04630","04 - District 4","083 - Logan","02 - County Highway Agency"
"District 2 - Chicot","04631","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 5 - Fulton","04632","05 - District 5","049 - Fulton","02 - County Highway Agency"
"District 1 - Woodruff","04634","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 2 - Arkansas","04635","02 - District 2","001 - Arkansas","02 - County Highway Agency"
"District 10 - Greene","04636","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 3 - Howard","04637","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 2 - Lincoln","04638","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 5 - Stone","04639","05 - District 5","137 - Stone","02 - County Highway Agency"
"District 3 - Sevier","04640","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 2 - Ashley","04641","02 - District 2","003 - Ashley","02 - County Highway Agency"
"District 4 - Franklin","04642","04 - District 4","047 - Franklin","02 - County Highway Agency"
"District 10 - Lawrence","04643","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 8 - Montgomery","04644","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 8 - Faulkner","04645","08 - District 8","045 - Faulkner","04 - City or Municipal Highway Agency"
