"Parent","Asset","District","County","Owner"
"District 10 - Greene","M0061","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","M0063","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","M0064","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Clay","M0072","10 - District 10","021 - Clay","01 - State Highway Agency"
"District 10 - Clay","M0073","10 - District 10","021 - Clay","01 - State Highway Agency"
"District 3 - Howard","M0074","03 - District 3","061 - Howard","01 - State Highway Agency"
"District 3 - Howard","M0077","03 - District 3","061 - Howard","01 - State Highway Agency"
"District 3 - Howard","M0078","03 - District 3","061 - Howard","01 - State Highway Agency"
"District 3 - Nevada","M0082","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0083","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 7 - Ouachita","M0084","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0085","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Calhoun","M0086","07 - District 7","013 - Calhoun","01 - State Highway Agency"
"District 7 - Calhoun","M0087","07 - District 7","013 - Calhoun","01 - State Highway Agency"
"District 7 - Calhoun","M0088","07 - District 7","013 - Calhoun","01 - State Highway Agency"
"District 7 - Bradley","M0089","07 - District 7","011 - Bradley","01 - State Highway Agency"
"District 2 - Drew","M0090","02 - District 2","043 - Drew","01 - State Highway Agency"
"District 2 - Drew","M0091","02 - District 2","043 - Drew","01 - State Highway Agency"
"District 6 - Garland","M0105","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Saline","M0108","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0114","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0116","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0121","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0122","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0123","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Pulaski","M0129","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0138","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0139","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 8 - Faulkner","M0140","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 8 - Faulkner","M0141","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 8 - Faulkner","M0142","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 8 - Faulkner","M0143","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 5 - White","M0145","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0146","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - Cleburne","M0147","05 - District 5","023 - Cleburne","01 - State Highway Agency"
"District 9 - Baxter","M0154","09 - District 9","005 - Baxter","01 - State Highway Agency"
"District 7 - Union","M0158","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Union","M0159","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Ouachita","M0160","07 - District 7","103 - Quachita","27 - Railroad"
"District 7 - Ouachita","M0161","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0162","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0163","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0164","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0165","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0166","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0167","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0168","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Dallas","M0174","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Clark","M0176","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0177","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0178","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0179","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0180","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 6 - Hot Spring","M0182","06 - District 6","059 - Hot Spring","01 - State Highway Agency"
"District 6 - Hot Spring","M0183","06 - District 6","059 - Hot Spring","01 - State Highway Agency"
"District 6 - Garland","M0184","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","M0187","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","M0188","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","M0189","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 8 - Perry","M0190","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Yell","M0191","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Pope","M0197","08 - District 8","115 - Pope","01 - State Highway Agency"
"District 9 - Newton","M0200","09 - District 9","101 - Newton","01 - State Highway Agency"
"District 9 - Boone","M0201","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 9 - Boone","M0202","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 9 - Boone","M0203","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 9 - Boone","M0205","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 4 - Polk","M0206","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0207","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0208","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0209","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0210","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0211","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0212","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0213","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","M0214","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 8 - Montgomery","M0215","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0216","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0217","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0218","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0219","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0220","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 7 - Dallas","M0228","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0229","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0230","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0231","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0232","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0233","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Cleveland","M0239","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Bradley","M0241","07 - District 7","011 - Bradley","01 - State Highway Agency"
"District 2 - Ashley","M0242","02 - District 2","003 - Ashley","01 - State Highway Agency"
"District 2 - Chicot","M0244","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 7 - Ouachita","M0245","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0246","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M0247","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Dallas","M0248","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0249","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0250","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0251","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0252","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 6 - Hot Spring","M0254","06 - District 6","059 - Hot Spring","01 - State Highway Agency"
"District 6 - Saline","M0255","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0256","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0257","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0258","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0259","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0260","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 8 - Perry","M0261","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0262","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Conway","M0264","08 - District 8","029 - Conway","01 - State Highway Agency"
"District 8 - Conway","M0266","08 - District 8","029 - Conway","01 - State Highway Agency"
"District 8 - Conway","M0267","08 - District 8","029 - Conway","01 - State Highway Agency"
"District 8 - Van Buren","M0268","08 - District 8","141 - Van Buren","01 - State Highway Agency"
"District 8 - Van Buren","M0269","08 - District 8","141 - Van Buren","01 - State Highway Agency"
"District 5 - Stone","M0272","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 5 - Stone","M0273","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 5 - Fulton","M0283","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0284","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0285","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0286","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0287","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0289","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0292","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0293","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0294","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0295","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","M0296","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 4 - Sebastian","M0299","04 - District 4","131 - Sebastian","01 - State Highway Agency"
"District 4 - Sebastian","M0300","04 - District 4","131 - Sebastian","01 - State Highway Agency"
"District 4 - Logan","M0301","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0302","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0303","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0304","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 8 - Yell","M0305","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0306","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0307","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0308","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0309","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0310","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0311","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0312","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0313","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Perry","M0314","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0315","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0316","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0317","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0318","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0319","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0320","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0321","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 8 - Perry","M0322","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 6 - Pulaski","M0323","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0324","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0325","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0326","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0327","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0328","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0329","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0330","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0331","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","M0336","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 2 - Lincoln","M0338","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M0339","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M0341","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M0342","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Arkansas","M0347","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 6 - Prairie","M0348","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","M0349","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","M0350","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","M0351","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","M0352","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 5 - White","M0353","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0354","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0355","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0356","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0357","05 - District 5","145 - White","01 - State Highway Agency"
"District 9 - Benton","M0360","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","M0361","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Boone","M0373","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 9 - Marion","M0374","09 - District 9","089 - Marion","01 - State Highway Agency"
"District 9 - Marion","M0375","09 - District 9","089 - Marion","01 - State Highway Agency"
"District 9 - Marion","M0376","09 - District 9","089 - Marion","01 - State Highway Agency"
"District 9 - Marion","M0377","09 - District 9","089 - Marion","01 - State Highway Agency"
"District 5 - Stone","M0379","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 5 - Stone","M0380","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 5 - Stone","M0381","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 5 - Independence","M0382","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0383","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0385","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0389","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Jackson","M0391","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0392","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0393","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0394","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 10 - Poinsett","M0395","10 - District 10","111 - Poinsett","01 - State Highway Agency"
"District 10 - Poinsett","M0396","10 - District 10","111 - Poinsett","01 - State Highway Agency"
"District 10 - Poinsett","M0397","10 - District 10","111 - Poinsett","01 - State Highway Agency"
"District 10 - Poinsett","M0398","10 - District 10","111 - Poinsett","01 - State Highway Agency"
"District 7 - Union","M0403","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Union","M0404","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Union","M0406","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Union","M0407","07 - District 7","139 - Union","01 - State Highway Agency"
"District 7 - Bradley","M0413","07 - District 7","011 - Bradley","01 - State Highway Agency"
"District 7 - Cleveland","M0415","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 2 - Jefferson","M0416","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 2 - Jefferson","M0417","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 2 - Jefferson","M0418","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 4 - Washington","M0424","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0425","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0426","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0427","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0428","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0429","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0430","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 9 - Madison","M0431","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0432","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0433","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0434","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0435","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0436","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0437","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0439","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0440","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 8 - Van Buren","M0443","08 - District 8","141 - Van Buren","01 - State Highway Agency"
"District 8 - Van Buren","M0444","08 - District 8","141 - Van Buren","01 - State Highway Agency"
"District 8 - Van Buren","M0448","08 - District 8","141 - Van Buren","02 - County Highway Agency"
"District 8 - Van Buren","M0450","08 - District 8","141 - Van Buren","01 - State Highway Agency"
"District 5 - White","M0453","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0455","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0456","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0457","05 - District 5","145 - White","01 - State Highway Agency"
"District 2 - Arkansas","M0461","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 2 - Arkansas","M0462","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 2 - Arkansas","M0463","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 1 - Monroe","M0464","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Monroe","M0465","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Monroe","M0466","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Monroe","M0467","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Monroe","M0468","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 10 - Craighead","M0482","10 - District 10","031 - Craighead","01 - State Highway Agency"
"District 10 - Craighead","M0483","10 - District 10","031 - Craighead","01 - State Highway Agency"
"District 7 - Columbia","M0490","07 - District 7","027 - Columbia","01 - State Highway Agency"
"District 3 - Nevada","M0491","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0492","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0493","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0494","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0495","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0496","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0497","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0498","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Pike","M0508","03 - District 3","109 - Pike","01 - State Highway Agency"
"District 3 - Pike","M0509","03 - District 3","109 - Pike","01 - State Highway Agency"
"District 1 - Phillips","M0514","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 1 - Phillips","M0515","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 8 - Johnson","M0518","08 - District 8","071 - Johnson","01 - State Highway Agency"
"District 8 - Johnson","M0519","08 - District 8","071 - Johnson","01 - State Highway Agency"
"District 9 - Madison","M0521","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0522","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Carroll","M0523","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0524","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0525","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0527","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0528","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0529","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 9 - Carroll","M0530","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 4 - Logan","M0534","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 8 - Yell","M0537","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0538","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 4 - Logan","M0539","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0540","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0541","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Logan","M0542","04 - District 4","083 - Logan","01 - State Highway Agency"
"District 4 - Franklin","M0543","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 9 - Madison","M0547","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0551","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0552","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0553","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0555","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0556","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0557","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Madison","M0558","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 9 - Carroll","M0560","09 - District 9","015 - Carroll","01 - State Highway Agency"
"District 3 - Sevier","M0566","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","M0567","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Hempstead","M0570","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Hempstead","M0571","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Hempstead","M0572","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Nevada","M0573","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0575","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0576","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 7 - Ouachita","M0578","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 5 - Cleburne","M0584","05 - District 5","023 - Cleburne","01 - State Highway Agency"
"District 5 - Cleburne","M0585","05 - District 5","023 - Cleburne","01 - State Highway Agency"
"District 5 - Cleburne","M0586","05 - District 5","023 - Cleburne","01 - State Highway Agency"
"District 5 - Cleburne","M0587","05 - District 5","023 - Cleburne","01 - State Highway Agency"
"District 5 - Independence","M0591","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0592","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0593","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0594","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0595","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0596","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","M0602","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 10 - Lawrence","M0603","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","M0604","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","M0609","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 10 - Lawrence","M0611","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","M0614","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","M0620","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Greene","M0622","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 7 - Clark","M0630","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0631","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 3 - Hempstead","M0637","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Hempstead","M0638","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Pike","M0641","03 - District 3","109 - Pike","01 - State Highway Agency"
"District 8 - Montgomery","M0642","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0643","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","M0644","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Yell","M0646","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0647","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0648","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0649","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0654","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0656","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0658","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0659","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0660","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Pope","M0661","08 - District 8","115 - Pope","01 - State Highway Agency"
"District 8 - Pope","M0662","08 - District 8","115 - Pope","01 - State Highway Agency"
"District 9 - Searcy","M0664","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0665","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0667","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0670","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0672","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0673","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 9 - Searcy","M0674","09 - District 9","129 - Searcy","01 - State Highway Agency"
"District 4 - Scott","M0679","04 - District 4","127 - Scott","01 - State Highway Agency"
"District 4 - Scott","M0680","04 - District 4","127 - Scott","01 - State Highway Agency"
"District 4 - Scott","M0681","04 - District 4","127 - Scott","01 - State Highway Agency"
